lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n09687.sg01.s99.u02	Tibul.	edere corpus super equum	 Edere corpus super equum 	 Montar a cavallo 	
usageExample:n09687.sg01.s99.u03	Cic.	edere ploratum uirginalem ore	 Edere ploratum virginalem ore 	 Chorar , ou fallar bem como huma donzella chorando 	
usageExample:n09687.sg01.s99.u04	Cic.	edere uerba	 Edere verba 	 Fallar 	
usageExample:n09687.sg01.s99.u05	Cic.	edi in lucem	 Edi in lucem 	 Nascer 	
usageExample:n09697.sg01.s99.u01	Plaut.	edormiscere carpula	 Edormiscere carpula 	 Cozer a bebedice a dormir 	
usageExample:n09702.sg01.s99.u01	Plin.	educare mammis foetum	 Educare mammis foetum 	 Dar de mammar ao filho 	
usageExample:n09702.sg01.s99.u02	Quinct.	educare oratorem	 Educare oratorem 	 Formar hum orador 	
usageExample:n09702.sg01.s99.u03	Cic.	educatus libere	 Educatus libere 	 O que he bem creado . 	
usageExample:n09702.sg01.s99.u04	Cic.	educatus liberaliter	 Educatus liberaliter 	 O que he bem creado . 	
usageExample:n09702.sg01.s99.u05	Ter.	educatus  ingenue	 Educatus ingenue 	 O que he bem creado 	
usageExample:n09703.sg01.s99.u01	Cic.	educere gladium e uagina	 Educere gladium e vagina 	 Desembainhar a espada 	
usageExample:n09703.sg01.s99.u02	Plaut.	educere hirneam meri	 Educere hirneam meri 	 Beber de hum golpe huma garrafa de vinho 	
usageExample:n09703.sg01.s99.u03	Cic.	educere in ius	 Educere in jus 	 Chamar a juizo 	
usageExample:n09703.sg01.s99.u04	Liv.	educere copias in aciem	 Educere copias in aciem 	 Formar o exercito em batalha 	
usageExample:n09769.sg01.s99.u01	Stat.	efflantes plagae	 Efflantes plagae 	 Feridas , que escorrem sangue 	
usageExample:n09773.sg01.s99.u01	Cic.	effluere mentem alicui	 Effluere mentem alicui 	 Esquecer - se do que queria dizer 	
usageExample:n09773.sg01.s99.u02	Cic.	effluere uitam cum sanguine	 Effluere vitam cum sanguine 	 Lançar a vida envolta em sangue , morrer de feridas 	
usageExample:n09773.sg01.s99.u03	Ovid.	effluere ueri senectus	 Effluere veri senectus 	 Morrer com saudades de alguem 	
usageExample:n09776.sg01.s99.u01	Cic.	effodit illius memoria pectus meum	 Effodit illius memoria pectus meum 	 O lembrar - me desta pessoa me penetra , me fere altamente o coração 	
usageExample:n09781.sg01.s99.u01	Lucr.	aetas effoeta	 Aetas effoeta 	 Idade decrepita 	
usageExample:n09781.sg01.s99.u02	Virg.	effoeta ueri senectus	 Effoeta veri senectus 	 Velhice tonta , que já perdeo a razão 	
usageExample:n09792.sg01.s99.u01	Cic.	homo fecundis rebus effrenatus	 Homo fecundis rebus effrenatus 	 Homem insolente , dissoluto com as prosperidades 	
usageExample:n09802.sg01.s99.u01	Sall.	effundere peditatum	 Effundere peditatum 	 Destroçar a infanteria 	
usageExample:n09802.sg01.s99.u02	Sen.	effundere uerecundiam	 Effundere verecundiam 	 Perder a vergonha 	
usageExample:n09802.sg01.s99.u03	Cic.	effundere omnia, quae tacuerat	 Effundere omnia , quae tacuerat 	 Publicar , dizer tudo o que havia calado 	
usageExample:n09802.sg01.s99.u04	Cic.	effundere odium	 Effundere odium 	 Depôr o odio 	
usageExample:n09889.sg01.s99.u01	Plaut.	elauare se bonis	 Elavare se bonis 	 Despojar - se dos bens 	
usageExample:n09903.sg01.s99.u01	Cic.	elegantissimae familiae	 Elegantissimae familiae 	 Illustrissimas familias 	
usageExample:n09904.sg01.s99.u01	Cic.	eleganter acceptus	 Eleganter acceptus 	 Hospedado com decencia , e asseio 	
usageExample:n09904.sg01.s99.u02	Sall.	eleganter saltare	 Eleganter saltare 	 Dançar primorosamente 	
usageExample:n09928.sg01.s99.u01	Virg.	eleusina mater	 Eleusina mater 	 Ceres , Deosa 	
usageExample:n09933.sg01.s99.u01	Cic.	elidi aegritudinibus	 Elidi aegritudinibus 	 Ser opprimido de desgostos 	
usageExample:n10019.sg01.s99.u01	Pers.	preces emaces	 Preces emaces 	 Supplicas acompanhadas de condições á maneira de contrato 	
usageExample:n10046.sg01.s99.u01	Ovid.	emeritum aratrum	 Emeritum aratrum 	 Arado gasto pelo muito uso 	
usageExample:n10046.sg01.s99.u02	Luc.	emeritus miles	 Emeritus miles 	 Soldado aposentado , ou reformado 	
usageExample:n10052.sg01.s99.u01	Plaut.	cor meum coepit in pectus emicare	 Cor meum coepit in pectus emicare 	 Começou - me a baem taes termos 	
usageExample:n10052.sg01.s99.u02	Val. Flac.	in fata alicuius emicare	 In fata alicujus emicare 	 Arremetter a alguem para o matar 	
usageExample:n10057.sg01.s99.u01	Plaut.	uix e gratulando miser eminebam	 Vix e gratulando miser eminebam 	 Já com difficuldade que me podia desaffogar do tropel dos que me cumprimentavão 	
usageExample:n10057.sg01.s99.u02	Cic.	eminebat ex ore crudelitas	 Eminebat ex ore crudelitas 	 Tinha pintada no semblante a crueldade 	
usageExample:n10077.sg01.s99.u01	Ovid.	emolire mores artibus	 Emolire mores artibus 	 Formar , civilizar os costumes com as boas artes 	
usageExample:n10173.sg01.s99.u01	Col.	eniti oua	 Eniti ova 	 Pôr ovos 	
usageExample:n10226.sg01.s99.u01	Cic.	eo loci res est	 Eo loci res est 	 Começou - me a baem taes termos 	
usageExample:n10278.sg01.s99.u01	Cic.	episcopus orae maritimae	 Episcopus orae maritimae 	 Capitão de guarda costa 	
usageExample:n10348.sg01.s99.u01	Plaut.	eradicare aures alicuius	 Eradicare aures alicujus 	 Aturdir os ouvidos a alguem , isto he , repizar , contar huma cousa mil vezes 	
usageExample:n10390.sg01.s99.u01	Hor.	eripe te mora	 Eripe te mora 	 Apressa - se 	
usageExample:n10390.sg01.s99.u02	Hor.	eripe iugo turpi colla	 Eripe jugo turpi colla 	 Sacode a vergonhosa escravidão 	
usageExample:n10390.sg01.s99.u03	Virg.	eripe ensem uagina	 Eripe ensem vagina 	 Desembainha a espada 	
usageExample:n10410.sg01.s99.u01	Plin.	herba erratica	 Herba erratica 	 Herva brava , ou que nasce a cada passo 	
usageExample:n10422.sg01.s99.u01	Col.	eructare aues	 Eructare aves 	 Comer golosamente aves 	
usageExample:n10422.sg01.s99.u02	Cic.	eructare sermonibus caedem bonorum	 Eructare sermonibus caedem bonorum 	 Fallar só na matança , que se quer fazer na gente de bem 	
usageExample:n10434.sg01.s99.u01	Cic.	erumpere stomachum in aliquem	 Erumpere stomachum in aliquem 	 Desaffogar a sua colera contra alguem 	
usageExample:n10495.sg01.s99.u01	Plin.	ethesius lapis	 Ethesius lapis 	 Pedra boa para fazer graes 	
usageExample:n10502.sg01.s99.u01	Cic.	etiam atque etiam	 Etiam atque etiam 	 Extremamente 	
usageExample:n10502.sg01.s99.u02	Ter.	etiam num	 Etiam num 	 Até o presente . 	
usageExample:n10502.sg01.s99.u03	Cic.	etiam nunc	 Etiam nunc 	 Até o presente 	
usageExample:n10502.sg01.s99.u04	Cic.	etiam si	 Etiam si 	 Ainda que . 	
usageExample:n10502.sg01.s99.u05	Cic.	etiam ut	 Etiam ut 	 Ainda que 	
usageExample:n10502.sg01.s99.u06	Cic.	etiam tum	 Etiam tum 	 Até então 	
usageExample:n10510.sg01.s99.u01	Tac.	euadere amnem	 Evadere amnem 	 Passar o rio 	
usageExample:n10510.sg01.s99.u02	Cic.	somnium euasit uerum	 Somnium evasit verum 	 Sahio verdadeiro o sonho 	
usageExample:n10510.sg01.s99.u03	Cic.	euasit dignus nomine	 Evasit dignus nomine 	 Fez - se merecedor de reputação 	
usageExample:n10510.sg01.s99.u04	Liv.	euasit ad muros	 Evasit ad muros 	 Subio aos muros 	
usageExample:n10546.sg01.s99.u01	Sen.	euernere sermones	 Evernere sermones 	 Examinar curiosamente os discursos 	
usageExample:n10547.sg01.s99.u01	Plin.	euersio uehiculi	 Eversio vehiculi 	 Tombo da carruagem 	
usageExample:n10550.sg01.s99.u01	Virg.	euertere nemora ignaua	 Evertere nemora ignava 	 Arrancar as arvores estereis 	
usageExample:n10652.sg01.s99.u01	Plaut.	exaedificare aliquem ex aedibus	 Exaedificare aliquem ex aedibus 	 Lançar alguem fóra das casas 	
usageExample:n10652.sg01.s99.u02	Plaut.	exaedificare inchoatam ignauiam	 Exaedificare inchoatam ignaviam 	 Continuar a covardia começada 	
usageExample:n10656.sg01.s99.u01	Virg.	exaestuare ira	 Exaestuare ira 	 Encolerizar - se grandemente 	
usageExample:n10663.sg01.s99.u01	Cic.	exagitare fraudes alicuius	 Exagitare fraudes alicujus 	 Esmiuçar todas as velhacarias de alguem 	
usageExample:n10762.sg01.s99.u01	Ovid.	excidere ausis	 Excidere ausis 	 Ver frustrados os intentos 	
usageExample:n10762.sg01.s99.u02	Virg.	excidere uinculis	 Excidere vinculis 	 Fugir da prizão , ou cativeiro 	
usageExample:n10762.sg01.s99.u03	Ter.	excidere uxore	 Excidere uxore 	 Desmanchar - se o casamento ajustado 	
usageExample:n10766.sg01.s99.u01	Liv.	excitur omnis militaris aetas	 Excitur omnis militaris aetas 	 Convocão - se todos os que tem idade capaz de pegar em armas 	
usageExample:n10781.sg01.s99.u01	Col.	excludere oua	 Excludere ova 	 Tirar os ovos , ou os pintos , fallando das galinhas 	
usageExample:n10810.sg01.s99.u01	Varr.	excudere oua	 Excudere ova 	 Tirar a gallinha os pintos 	
usageExample:n10815.sg01.s99.u01	Plaut.	homo lepide excuratus	 Homo lepide excuratus 	 Homem alindado , muito casquilho 	
usageExample:n10861.sg01.s99.u01	Plaut.	exenterare alicui opes argentarias	 Exenterare alicui opes argentarias 	 Roubar a alguem a sua prata 	
usageExample:n10861.sg01.s99.u02	Plaut.	exenterare cultro marsupium	 Exenterare cultro marsupium 	 Cortar a alguem a bolsa com huma navalha 	
usageExample:n10879.sg01.s99.u01	Ulp.	exercitor nauis	 Exercitor navis 	 Dono , ou patrão da embarcação 	
usageExample:n10882.sg01.s99.u01	Pers.	exerere digitum	 Exerere digitum 	 Levantar o dedo , confessando - se vencido 	
usageExample:n10882.sg01.s99.u02	Ovid.	exerere caput altius uitiis	 Exerere caput altius vitiis 	 Não se deixar vencer dos vicios 	
usageExample:n10882.sg01.s99.u03	Plin.	exerere se domicilio	 Exerere se domicilio 	 Sahir da concha , fallando dos caracoes 	
usageExample:n10902.sg01.s99.u01	Cic.	exhibere negotium alicui	 Exhibere negotium alicui 	 Dar que cuidar a alguem 	
usageExample:n10902.sg01.s99.u02	Phaedr.	exhibere uocis fidem	 Exhibere vocis fidem 	 Dar cumprimento ás suas palavras 	
usageExample:n10902.sg01.s99.u03	Plaut.	exhibere rem saluam suo periculo	 Exhibere rem salvam suo periculo 	 Encarregar - se da segurança de alguma cousa , correndo o risco por sua conta 	
usageExample:n10980.sg01.s99.u01	Plaut.	exornare se lepidis moribus	 Exornare se lepidis moribus 	 Adornar - se de honestos costumes 	
usageExample:n10994.sg01.s99.u01	Ter.	exossare congrum	 Exossare congrum 	 Alimpar , preparar hum congro 	
usageExample:n10994.sg01.s99.u02	Pers.	ager exossatus	 Ager exossatus 	 Campo limpo de pedras 	
usageExample:n11030.sg01.s99.u01	Prop.	expenso gradu	 Expenso gradu 	 Pé ante pé 	
usageExample:n11081.sg01.s99.u01	Ter.	explere suum animum	 Explere suum animum 	 Saciar - se dos seus appetites 	
usageExample:n11081.sg01.s99.u02	Cic.	explere sitim	 Explere sitim 	 Matar a sede 	
usageExample:n11081.sg01.s99.u03	Stat.	explere tenebras	 Explere tenebras 	 Ficar totalmente cego 	
usageExample:n11114.sg01.s99.u01	Just.	expositio infantis	 Expositio infantis 	 Engeitadura de huma criança 	
usageExample:n11124.sg01.s99.u01	Plin.	expresse dicere	 Expresse dicere 	 Dizer bem a proposito 	
usageExample:n11138.sg01.s99.u01	Tet.	exprompta memoria	 Exprompta memoria 	 Memoria prompta 	
usageExample:n11145.sg01.s99.u01	Ovid.	expugnare coepta	 Expugnare coepta 	 Completar as suas emprezas por nunca desistir dellas 	
usageExample:n11145.sg01.s99.u02	Plaut.	expugnare carcerem	 Expugnare carcerem 	 Arrombar o carcere 	
usageExample:n11189.sg01.s99.u01	Hor.	exsecare quinas mercedes capiti	 Exsecare quinas mercedes capiti 	 Dar dinheiro á usura de sinco por cento cada mez , e cobrallos adiantados 	
usageExample:n11233.sg01.s99.u01	Ter.	extillare lacrimis	 Extillare lacrimis 	 Esbulhar - se , desfazer - se em lagrimas 	
usageExample:n11245.sg01.s99.u01	Cic.	extruere aceruum magnum librorum ante pedes	 Extruere acervum magnum librorum ante pedes 	 Pôr grande quantidade de livros sobre os joelhos para os ir lendo 	
usageExample:n11245.sg01.s99.u02	Ad Her.	extruere uerba in numerum	 Extruere verba in numerum 	 Dar cadencia ás palavras 	
usageExample:n11245.sg01.s99.u03	Cic.	extruere mensam cibis	 Extruere mensam cibis 	 Fornecer huma meza de muitas iguarias 	
usageExample:n11263.sg01.s99.u01	Hor.	exsurdare palatum	 Exsurdare palatum 	 Estragar o paladar 	
usageExample:n11279.sg01.s99.u01	Liv.	extenta itinera	 Extenta itinera 	 Jornadas dilatadas 	
usageExample:n11279.sg01.s99.u02	Hor.	uiuet extento aeuo	 Vivet extento aevo 	 Vivirá nos seculos futuros , ou o seu nome será conhecido pela posteridade 	
usageExample:n11295.sg01.s99.u01	Phaed.	exterere frontem calcibus	 Exterere frontem calcibus 	 Esmigalhar os cascos aos couces 	
usageExample:n11295.sg01.s99.u02	Varr.	exterere frumentum	 Exterere frumentum 	 Debulhar o trigo 	
usageExample:n11326.sg01.s99.u01	Plin.	extrahere serpentes cantu	 Extrahere serpentes cantu 	 Amançar as serpentes com o canto 	
usageExample:n11326.sg01.s99.u02	Cic.	extrahere cupiditates radicitus	 Extrahere cupiditates radicitus 	 Arrancar os appetites pela raiz 	
usageExample:n11326.sg01.s99.u03	Caes.	extrahere diem	 Extrahere diem 	 Ganhar tempo , ir passando dias 	
usageExample:n11333.sg01.s99.u01	Liv.	extremum ingenium	 Extremum ingenium 	 Genio muito mesquinho , apoucadissimo 	
usageExample:n11335.sg01.s99.u01	Hor.	extricare unde unde mercedem, aut nummos	 Extricare unde unde mercedem , aut nummos 	 Tirar dinheiro donde quer que for para pagar o principal , ou os juros 	
usageExample:n11335.sg01.s99.u02	Cic.	extricare nihil de aliquo	 Extricare nihil de aliquo 	 Não adiantar nada os negocios de alguem 	
usageExample:n11349.sg01.s99.u01	Virg.	extundere artes	 Extundere artes 	 Inventar as artes 	
usageExample:n11351.sg01.s99.u01	Stat.	exturbare comas	 Exturbare comas 	 Desgrenhar o cabello 	
usageExample:n11351.sg01.s99.u02	Plaut.	exturbare oculos, & dentes alicui	 Exturbare oculos , & dentes alicui 	 Arrancar , ou quebrar os olhos , e os dentes a alguem 	
usageExample:n11378.sg01.s99.u01	Stat.	exuere suos ciues	 Exuere suos cives 	 Perder os seus Cidadãos 	
usageExample:n11378.sg01.s99.u02	Tibul.	exuere annos	 Exuere annos 	 Remoçar - se a serpente 	
usageExample:n11378.sg01.s99.u03	Sen.	exuere spiritum inimicum	 Exuere spiritum inimicum 	 Deixar o animo , que nos inquieta 	
usageExample:n11378.sg01.s99.u04	Liv.	exuere seruitutem	 Exuere servitutem 	 Pôr - se em liberdade . 	
usageExample:n11378.sg01.s99.u05	Liv.	exuere iugum	 Exuere jugum 	 Pôr - se em liberdade . 	
usageExample:n11378.sg01.s99.u06	Liv.	exuere se e iugo	 Exuere se e jugo 	 Pôr - se em liberdade . 	
usageExample:n11378.sg01.s99.u07	Tac.	exuere  seruitium	 Exuere servitium 	 Pôr - se em liberdade 	
usageExample:n11410.sg01.s99.u01	Ter.	fabulae	 Fabulae 	 Isto são contos , ou patranhas 	
usageExample:n11410.sg01.s99.u02	Cic.	fabulam dare	 Fabulam dare 	 Dar ao público huma obra dramatica . 	
usageExample:n11410.sg01.s99.u03	Cic.	fabulam docere	 Fabulam docere 	 Dar ao público huma obra dramatica 	
usageExample:n11431.sg01.s99.u01	Ovid.	deos habere faciles	 Deos habere faciles 	 Ter os Deoses favoraveis 	
usageExample:n11431.sg01.s99.u02	Virg.	ferre faciles oculos circum omnia	 Ferre faciles oculos circum omnia 	 Correr brevemente tudo com os olhos 	
usageExample:n11462.sg01.s99.u01	Cic.	faex ciuitatis	 Faex civitatis 	 Pessoa mais abjecta de huma Cidade . 	
usageExample:n11462.sg01.s99.u02	Cic.	faex populi	 Faex populi 	 Pessoa mais abjecta de huma Cidade 	
usageExample:n11479.sg01.s99.u01	Varr.	faliscus uenter	 Faliscus venter 	 Paio cheio ao modo dos Faliscos 	
usageExample:n11479.sg01.s99.u02	Cat.	faliscer praesepes	 Faliscer praesepes 	 Manjedouras do feitio das que usavão os Faliscos , ou de madeira destes póvos 	
usageExample:n11540.sg01.s99.u01	gerund. Virg.	fando	 Fando 	 Fallando 	
usageExample:n11540.sg01.s99.u02	Cic.	fando	 Fando 	 Fallando - se 	
usageExample:n11558.sg01.s99.u01	Plaut.	fartus uestis	 Fartus vestis 	 O que enche o vestido , isto he , o corpo 	
usageExample:n11558.sg01.s99.u02	Col.	fartus fici	 Fartus fici 	 Polpa do figo 	
usageExample:n11597.sg01.s99.u01	Virg.	fatigare diem noctemque remigio	 Fatigare diem noctemque remigio 	 Cansar - se dia , e noite a remar , ou passar o dia , e a noite a remar 	
usageExample:n11597.sg01.s99.u02	Prop.	fatigare noctes de aliquo	 Fatigare noctes de aliquo 	 Gastar as noites a chorar com saudades de alguem 	
usageExample:n11608.sg01.s99.u01	Hor.	fauere linguis	 Favere linguis 	 Dizer boas palavras , que não servissem de máo agouro nos sacrificios 	Termo de Religião.
usageExample:n11643.sg01.s99.u01	Plin.	fel terrae	 Fel terrae 	 Centauréa menor ou fel da terra , herva 	
usageExample:n11680.sg01.s99.u01	Cic.	ferire frontem	 Ferire frontem 	 Bater na testa , em sinal de indignação 	
usageExample:n11680.sg01.s99.u02	Hor.	ferire sidera sublimi uertice	 Ferire sidera sublimi vertice 	 Tocar com a cabeça no Ceo , isto he , suppôr - se huma pessoa muito grande , ou muito ditosa 	
usageExample:n11680.sg01.s99.u03	Cic.	ferire foedus	 Ferire foedus 	 Fazer aliança , pacto , & c 	
usageExample:n11680.sg01.s99.u04	Prop.	ferire aliquem arte	 Ferire aliquem arte 	 Enganar alguem destramente 	
usageExample:n11687.sg01.s99.u01	Col.	congerere terram in fermentum	 Congerere terram in fermentum 	 Amontoar a terra para assim apodrecer , e se fermentar 	
usageExample:n11701.sg01.s99.u01	Virg.	somnus ferreus	 Somnus ferreus 	 Morte 	
usageExample:n11846.sg01.s99.u01	Tac.	finiuit	 Finivit 	 Morreo 	
usageExample:n11856.sg01.s99.u01	Cic.	firmamentum reipublicae	 Firmamentum Reipublicae 	 Presidio da Republica 	
usageExample:n11856.sg01.s99.u02	Gell.	firmamentum membrorum	 Firmamentum membrorum 	 Nervo , musculo 	
usageExample:n11856.sg01.s99.u03	Quinct.	firmamentum causae	 Firmamentum causae 	 Ponto decisivo da causa 	
usageExample:n11890.sg01.s99.u01	Cic.	flabellum seditionis	 Flabellum seditionis 	 Cabeça de motim 	
usageExample:n11905.sg01.s99.u01	Cic.	flagrantia oculorum	 Flagrantia oculorum 	 Viveza dos olhos 	
usageExample:n11923.sg01.s99.u01	Juv.	flammea conterere	 Flammea conterere 	 Casar repetidas vezes 	
usageExample:n11933.sg01.s99.u01	Varr.	flatum aes	 Flatum aes 	 Bronze fundido 	
usageExample:n11945.sg01.s99.u01	Lucr.	sanguine fleti	 Sanguine fleti 	 Borrifados de sangue 	
usageExample:n11986.sg01.s99.u01	Plin.	fluctuatio stomachi	 Fluctuatio stomachi 	 Enjoo , resolução do estomago 	
usageExample:n11997.sg01.s99.u01	Hor.	fluitare spe	 Fluitare spe 	 Ter huma esperança incerta 	
usageExample:n12024.sg01.s99.u01	Juv.	foculum excitare bucca	 Foculum excitare bucca 	 Assoprar o fogareiro , para que arda 	
usageExample:n12039.sg01.s99.u01	Virg.	dea foeda	 Dea foeda 	 A fama 	
usageExample:n12089.sg01.s99.u01	* Plaut.	follitim ductitare aliquem	 Follitim ductitare aliquem 	 Roubar com enganos os saccos de dinheiro 	
usageExample:n12122.sg01.s09.u01	Cic.	terribiles formae	 Terribiles formae 	 Fantasmas horrorosas 	
usageExample:n12122.sg01.s10.u01	Virg.	formae luporum	 Formae luporum 	 Os lobos 	
usageExample:n12138.sg01.s99.u01	Plaut.	formidare auro	 Formidare auro 	 Temer não se lhe roube o dinheiro 	
usageExample:n12142.sg01.s99.u01	Ovid.	gaudia formare tacita mente	 Gaudia formare tacita mente 	 Excogitar divertimentos 	
usageExample:n12147.sg01.s99.u01	Quinct.	formula cadere	 Formula cadere 	 Perder a demanda 	
usageExample:n12178.sg01.s99.u01	Cic.	periculum fortunae facere	 Periculum fortunae facere 	 Tentar a fortuna 	
usageExample:n12184.sg01.s99.u01	Juv.	foro cedere	 Foro cedere 	 Quebrar , fallir de credito 	
usageExample:n12184.sg01.s99.u02	Ter.	foro uti	 Foro uti 	 Contemporizar , ir com o tempo 	
usageExample:n12218.sg01.s99.u01	Val. Flac.	lux fragosa	 Lux fragosa 	 O relampago com trovão 	
usageExample:n12244.sg01.s99.u01	Virg.	fremitus marinus	 Fremitus marinus 	 Ronco do mar . 	
usageExample:n12244.sg01.s99.u02	Cic.	fremitus aequoris	 Fremitus aequoris 	 Ronco do mar 	
usageExample:n12244.sg01.s99.u03	Virg.	fremitus fecundus	 Fremitus fecundus 	 Applauso 	
usageExample:n12244.sg01.s99.u04	Virg.	fremitus equorum	 Fremitus equorum 	 Rincho dos cavallos 	
