ontolex.LexicalSense	lexicog.usageExample	lexinfo.frequency	lexinfo.note	rdfs.comment	rdfs.label.en	rdfs.label.la	rdfs.label.pt	skos.definition.la	skos.definition.pt	skos.note
lexicalSense:n02523.sg01.s01							Cousa ciciosa. ou tartara		 Cousa ciciosa . ou tartara 	
lexicalSense:n02524.sg01.s01							Hũ tartaro. entende milhor outro tartaro. s. hum roym se entende milhor com outro roym		 Hũ tartaro . entende milhor outro tartaro . s . hum roym se entende milhor com outro roym 	
lexicalSense:n02525.sg01.s01							Ser piuidoso ou tartaro		 Ser piuidoso ou tartaro 	
lexicalSense:n02526.sg01.s01							A balea		 A balea 	
lexicalSense:n02527.sg01.s01							Ho velhaco roubador ou refião		 Ho velhaco roubador ou refião 	
lexicalSense:n02528.sg01.s01							O banho		 O banho 	
lexicalSense:n02529.sg01.s01							Ho bombardeyro		 Ho bombardeyro 	
lexicalSense:n02530.sg01.s01							Ho trabuco		 Ho trabuco 	
lexicalSense:n02531.sg01.s01							Berrar a ouelha		 Berrar a ouelha 	
lexicalSense:n02532.sg01.s01							Ho banho		 Ho banho 	
lexicalSense:n02533.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n02534.sg01.s01							Meter-se nos banhos		 Meter - se nos banhos 	
lexicalSense:n02535.sg01.s01							O que tem conta com diuidas alheas		 O que tem conta com diuidas alheas 	
lexicalSense:n02536.sg01.s01										Dir-se-ha do que se serue por sy.
lexicalSense:n02537.sg01.s01							Ho balsamo		 Ho balsamo 	
lexicalSense:n02538.sg01.s01							Os talabartes		 Os talabartes 	
lexicalSense:n02539.sg01.s01							A tinturaria		 A tinturaria 	
lexicalSense:n02540.sg01.s01							ho tintor		 ho tintor 	
lexicalSense:n02541.sg01.s01							bautizar		 bautizar 	
lexicalSense:n02542.sg01.s01							Ho bautismo		 Ho bautismo 	
lexicalSense:n02543.sg01.s01							A pia do bautismo		 A pia do bautismo 	
lexicalSense:n02544.sg01.s01							Ho vazo sem fundo		 Ho vazo sem fundo 	
lexicalSense:n02545.sg01.s01										Se dira o gastador. beberrão comilão.
lexicalSense:n02546.sg01.s01							Ho gargantão		 Ho gargantão 	
lexicalSense:n02547.sg01.s01							A barba com cabellos		 A barba com cabellos 	
lexicalSense:n02548.sg01.s01							A barbinha		 A barbinha 	
lexicalSense:n02549.sg01.s01							As barbas de bodes		 As barbas de bodes 	
lexicalSense:n02550.sg01.s01							Ho habito não faz frade		 Ho habito não faz frade 	
lexicalSense:n02551.sg01.s01										Dir-se-ha do que anda em abito de letrado. & elle he hum grande asno.
lexicalSense:n02552.sg01.s01							Puxar polla barba. ou desprezar		 Puxar polla barba . ou desprezar 	id est cõtẽptui habere.
lexicalSense:n02553.sg01.s01							Cousa barbada		 Cousa barbada 	
lexicalSense:n02554.sg01.s01							Cousa barbadinha		 Cousa barbadinha 	
lexicalSense:n02555.sg01.s01							A barba comprida		 A barba comprida 	
lexicalSense:n02556.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n02557.sg01.s01							Deyxar crescer a barba		 Deyxar crescer a barba 	
lexicalSense:n02558.sg01.s01							Os bigodes		 Os bigodes 	
lexicalSense:n02559.sg01.s01							Palaura barbara. que todauia se vsa ja por latina		 Palaura barbara . que todauia se vsa ja por latina 	
lexicalSense:n02560.sg01.s01							Cousa barbara		 Cousa barbara 	
lexicalSense:n02561.sg01.s01							A barbaria		 A barbaria 	
lexicalSense:n02562.sg01.s01							Ho alaude		 Ho alaude 	
lexicalSense:n02563.sg01.s01							Cousa de barbaro		 Cousa de barbaro 	
lexicalSense:n02564.sg01.s01							Ho tapeceyro. ou broslador		 Ho tapeceyro . ou broslador 	
lexicalSense:n02565.sg01.s01							Falar barbaramente		 Falar barbaramente 	
lexicalSense:n02566.sg01.s01							Ho barbarismo		 Ho barbarismo 	
lexicalSense:n02567.sg01.s01							Cousa que tem barbas		 Cousa que tem barbas 	
lexicalSense:n02568.sg01.s01							Cousa grosseyra. tola		 Cousa grosseyra . tola 	
lexicalSense:n02569.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n02570.sg01.s01							Ho capelo grosseyro. ou chapeyrão		 Ho capelo grosseyro . ou chapeyrão 	
lexicalSense:n02571.sg01.s01							Ho barão		 Ho barão 	
lexicalSense:n02572.sg01.s01							Ho alifante		 Ho alifante 	
lexicalSense:n02573.sg01.s01							Bramar ho alifante		 Bramar ho alifante 	
lexicalSense:n02574.sg01.s01							Ho bramido do alifante		 Ho bramido do alifante 	
lexicalSense:n02575.sg01.s01							Hũa serpente		 Hũa serpente 	
lexicalSense:n02576.sg01.s01							Casa real. ou sala. ou tẽplo		 Casa real . ou sala . ou tẽplo 	
lexicalSense:n02577.sg01.s01							Façanhas reaes		 Façanhas reaes 	
lexicalSense:n02578.sg01.s01							Viuer realmente		 Viuer realmente 	
lexicalSense:n02579.sg01.s01							Beyjar como namorado		 Beyjar como namorado 	
lexicalSense:n02580.sg01.s01							Ho beyjo desonesto		 Ho beyjo desonesto 	
lexicalSense:n02581.sg01.s01							Ho beyjar torpe		 Ho beyjar torpe 	
lexicalSense:n02582.sg01.s01							Ho beyjador		 Ho beyjador 	
lexicalSense:n02583.sg01.s01							Ho beyginho		 Ho beyginho 	
lexicalSense:n02584.sg01.s01							A paa de ferro		 A paa de ferro 	
lexicalSense:n02585.sg01.s01							Açoutar com vergas		 Açoutar com vergas 	
lexicalSense:n02586.sg01.s01							Cousa bem auenturada. ou rica		 Cousa bem auenturada . ou rica 	
lexicalSense:n02587.sg01.s01							O mesmo		 O mesmo 	
lexicalSense:n02588.sg01.s01							Nada ay perfeyto		 Nada ay perfeyto 	
lexicalSense:n02589.sg01.s01							Não he bem auenturado. quem não conhece seu bem		 Não he bem auenturado . quem não conhece seu bem 	
lexicalSense:n02590.sg01.s01							A bem auenturança		 A bem auenturança 	
lexicalSense:n02591.sg01.s01							Bem auenturadamẽte		 Bem auenturadamẽte 	
lexicalSense:n02592.sg01.s01						in lingua phrigum panis est. vox prima infantium. 	Por pão	 in lingua phrigum panis est . vox prima infantium . 	 Por pão 	
lexicalSense:n02593.sg01.s01										Dir-se-ha do homem insensiuel. ou desarranjado.
lexicalSense:n02594.sg01.s01							As cousas doces. como canelões		 As cousas doces . como canelões 	
lexicalSense:n02595.sg01.s01										Dir-se-ha das cousas muy doces. & suaues.
lexicalSense:n02596.sg01.s01							Cousa bella		 Cousa bella 	
lexicalSense:n02597.sg01.s01							Ho guerreador		 Ho guerreador 	
lexicalSense:n02598.sg01.s01							A guerreadora		 A guerreadora 	
lexicalSense:n02599.sg01.s01							Cousa guerreyra		 Cousa guerreyra 	
lexicalSense:n02600.sg01.s01							Cousa bonita. ou bella		 Cousa bonita . ou bella 	
lexicalSense:n02601.sg01.s01							Bonitamente		 Bonitamente 	
lexicalSense:n02602.sg01.s01							Na guerra		 Na guerra 	
lexicalSense:n02603.sg01.s01							Cousa de guerra		 Cousa de guerra 	
lexicalSense:n02604.sg01.s01							Falar guerreyramẽte. declarar a guerra		 Falar guerreyramẽte . declarar a guerra 	
lexicalSense:n02605.sg01.s01							Cousa guerreyra		 Cousa guerreyra 	
lexicalSense:n02606.sg01.s01							Cousa que traz guerra		 Cousa que traz guerra 	
lexicalSense:n02607.sg01.s01							Guerrear		 Guerrear 	
lexicalSense:n02608.sg01.s01							Ho guerreador		 Ho guerreador 	
lexicalSense:n02609.sg01.s01							Pelejar		 Pelejar 	
lexicalSense:n02610.sg01.s01							A besta fera		 A besta fera 	
lexicalSense:n02611.sg01.s01							Cousa de besta fera		 Cousa de besta fera 	
lexicalSense:n02612.sg01.s01							Panos de folhagem		 Panos de folhagem 	
lexicalSense:n02613.sg01.s01							Ho bestial		 Ho bestial 	
lexicalSense:n02614.sg01.s01							A guerra		 A guerra 	
lexicalSense:n02615.sg01.s01							A guerra parece bem a quem não a esprimentou		 A guerra parece bem a quem não a esprimentou 	
lexicalSense:n02616.sg01.s01							Guerra sem dano		 Guerra sem dano 	
lexicalSense:n02617.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n02618.sg01.s01							Cousas auidas de benese		 Cousas auidas de benese 	
lexicalSense:n02619.sg01.s01							Soccorro despois da guerra. 		 Soccorro despois da guerra . 	Dir-se-ha dos que accudem despois que não ahi necessidade.
lexicalSense:n02620.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n02621.sg01.s01							Bem		 Bem 	
lexicalSense:n02622.sg01.s01							Dizer bem. ou benzer		 Dizer bem . ou benzer 	
lexicalSense:n02623.sg01.s01							Fazer bem & sentir mal		 Fazer bem & sentir mal 	
lexicalSense:n02624.sg01.s01							Abenção		 Abenção 	
lexicalSense:n02625.sg01.s01							Bem fazer		 Bem fazer 	
lexicalSense:n02626.sg01.s01							A boa obra. ou bemfeytoria		 A boa obra . ou bemfeytoria 	
lexicalSense:n02627.sg01.s01							Ho bemfeytor		 Ho bemfeytor 	
lexicalSense:n02628.sg01.s01							Boas obras mal ẽpregadas sam maas obras		 Boas obras mal ẽpregadas sam maas obras 	
lexicalSense:n02629.sg01.s01							Cousa liberal. ou bem fazente		 Cousa liberal . ou bem fazente 	
lexicalSense:n02630.sg01.s01							A liberalidade		 A liberalidade 	
lexicalSense:n02631.sg01.s01							A merce. ou boa obra		 A merce . ou boa obra 	
lexicalSense:n02632.sg01.s01							Cousa que recebe merce		 Cousa que recebe merce 	
lexicalSense:n02633.sg01.s01							Fazer boas obras		 Fazer boas obras 	
lexicalSense:n02634.sg01.s01							Ho merecimento. ou boa obra		 Ho merecimento . ou boa obra 	
lexicalSense:n02635.sg01.s01							Bem te va		 Bem te va 	
lexicalSense:n02636.sg01.s01							Feo he aos nobres viuerem mal		 Feo he aos nobres viuerem mal 	
lexicalSense:n02637.sg01.s01							Ho bem querente		 Ho bem querente 	
lexicalSense:n02638.sg01.s01							Ho bem querer		 Ho bem querer 	
lexicalSense:n02639.sg01.s01							Algoz bem querente. 		 Algoz bem querente . 	Dir-se-ha do que faz mal & pesa-lhe.
lexicalSense:n02640.sg01.s01							Bemquerentemente		 Bemquerentemente 	
lexicalSense:n02641.sg01.s01							Cousa franca. ou liberal		 Cousa franca . ou liberal 	
lexicalSense:n02642.sg01.s01							A liberalidade		 A liberalidade 	
lexicalSense:n02643.sg01.s01							Liberalmente		 Liberalmente 	
lexicalSense:n02644.sg01.s01							Mais brando que raposa. 		 Mais brando que raposa . 	Dir-se-ha do que engana com palauras meigas.
lexicalSense:n02645.sg01.s01							Fazer bemauenturado a outrem		 Fazer bemauenturado a outrem 	
lexicalSense:n02646.sg01.s01							A pedra preciosa		 A pedra preciosa 	
lexicalSense:n02647.sg01.s01							Ouro com terra		 Ouro com terra 	
lexicalSense:n02648.sg01.s01							Oito onças		 Oito onças 	
lexicalSense:n02649.sg01.s01							A besta		 A besta 	
lexicalSense:n02650.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n02651.sg01.s01							Hum roim conhece outro roym		 Hum roim conhece outro roym 	
lexicalSense:n02652.sg01.s01							Ho guardador de besta		 Ho guardador de besta 	
lexicalSense:n02653.sg01.s01							Acelga		 Acelga 	
lexicalSense:n02654.sg01.s01							Cousa dacelga		 Cousa dacelga 	
lexicalSense:n02655.sg01.s01							Beber		 Beber 	
lexicalSense:n02656.sg01.s01							Desejar de beber		 Desejar de beber 	
lexicalSense:n02657.sg01.s01							Ter siso. 		 Ter siso . 	porque ho elebaro se daua aos doudos.
lexicalSense:n02658.sg01.s01							Adormecer. 		 Adormecer . 	porque esta erua tem grande força pera fazer dormir.
lexicalSense:n02659.sg01.s01							Cousa que muyto bebe		 Cousa que muyto bebe 	
lexicalSense:n02660.sg01.s01							Ho muyto beber		 Ho muyto beber 	
lexicalSense:n02661.sg01.s01							Cousa que muyto bebe		 Cousa que muyto bebe 	
lexicalSense:n02662.sg01.s01							Ho junco. ou liuro		 Ho junco . ou liuro 	
lexicalSense:n02663.sg01.s01							Ho liureyro		 Ho liureyro 	
lexicalSense:n02664.sg01.s01							A liuraria		 A liuraria 	
lexicalSense:n02665.sg01.s01							Cousa de duas cabeças		 Cousa de duas cabeças 	
lexicalSense:n02666.sg01.s01							Duas mesas		 Duas mesas 	
lexicalSense:n02667.sg01.s01							Cousa de duas cores		 Cousa de duas cores 	
lexicalSense:n02668.sg01.s01							Cousa de dous cornos. ou de duas pontas		 Cousa de dous cornos . ou de duas pontas 	
lexicalSense:n02669.sg01.s01							Cousa de dous corpos		 Cousa de dous corpos 	
lexicalSense:n02670.sg01.s01							Cousa de dous dentes		 Cousa de dous dentes 	
lexicalSense:n02671.sg01.s01							A ouelha ou enxadão		 A ouelha ou enxadão 	
lexicalSense:n02672.sg01.s01							Ho lugar onde cae pedra ou rayo		 Ho lugar onde cae pedra ou rayo 	
lexicalSense:n02673.sg01.s01							Dous dias		 Dous dias 	
lexicalSense:n02674.sg01.s01							Cousa de dous dias		 Cousa de dous dias 	
lexicalSense:n02675.sg01.s01							Dous annos		 Dous annos 	
lexicalSense:n02676.sg01.s01							Cousa de dous annos		 Cousa de dous annos 	
lexicalSense:n02677.sg01.s01							Por duas maneyras		 Por duas maneyras 	
lexicalSense:n02678.sg01.s01							Cousa que da fruyto duas. vezes		 Cousa que da fruyto duas . vezes 	
lexicalSense:n02679.sg01.s01							Cousa fendida em duas partes		 Cousa fendida em duas partes 	
lexicalSense:n02680.sg01.s01							Cousa de duas portas		 Cousa de duas portas 	
lexicalSense:n02681.sg01.s01							Cousa de duas caras. ou bulrrão		 Cousa de duas caras . ou bulrrão 	
lexicalSense:n02682.sg01.s01							Cousa de duas figuras		 Cousa de duas figuras 	
lexicalSense:n02683.sg01.s01							Cousa de duas forcadas		 Cousa de duas forcadas 	
lexicalSense:n02684.sg01.s01							Carro de dous caualos		 Carro de dous caualos 	
lexicalSense:n02685.sg01.s01							Ho carreteyro deste carro		 Ho carreteyro deste carro 	
lexicalSense:n02686.sg01.s01							Ho casado duas vezes		 Ho casado duas vezes 	
lexicalSense:n02687.sg01.s01							Cousa de dous jugos		 Cousa de dous jugos 	
lexicalSense:n02688.sg01.s01							A balança		 A balança 	
lexicalSense:n02689.sg01.s01							Cousa de duas lingoas. ou xacoquo		 Cousa de duas lingoas . ou xacoquo 	
lexicalSense:n02690.sg01.s01							A corola		 A corola 	
lexicalSense:n02691.sg01.s01							Cousa colerica		 Cousa colerica 	
lexicalSense:n02692.sg01.s01							Cousa de dous liços		 Cousa de dous liços 	
lexicalSense:n02693.sg01.s01							Cousa de dous annos		 Cousa de dous annos 	
lexicalSense:n02694.sg01.s01							Dar payxão		 Dar payxão 	
lexicalSense:n02695.sg01.s01							Cousa que participa de dous mares		 Cousa que participa de dous mares 	
lexicalSense:n02696.sg01.s01							Cousa de dous membros		 Cousa de dous membros 	
lexicalSense:n02697.sg01.s01							Cousa de dous meses		 Cousa de dous meses 	
lexicalSense:n02698.sg01.s01							Cousa de dous annos		 Cousa de dous annos 	
lexicalSense:n02699.sg01.s01							Ho mesmo		 Ho mesmo 	
lexicalSense:n02700.sg01.s01							A idade de dous annos		 A idade de dous annos 	
lexicalSense:n02701.sg01.s01							De dous em dous		 De dous em dous 	
lexicalSense:n02702.sg01.s01							Duas noites		 Duas noites 	
lexicalSense:n02703.sg01.s01							Cousa de dous nomes		 Cousa de dous nomes 	
lexicalSense:n02704.sg01.s01							Ho enxadão		 Ho enxadão 	
lexicalSense:n02705.sg01.s01							Cousa de dous palmos		 Cousa de dous palmos 	
lexicalSense:n02706.sg01.s01							Cousa repartida em duas partes		 Cousa repartida em duas partes 	
lexicalSense:n02707.sg01.s01							Cousa aberta em duas partes		 Cousa aberta em duas partes 	
lexicalSense:n02708.sg01.s01							Em duas partes		 Em duas partes 	
lexicalSense:n02709.sg01.s01							Cousa de dous pees		 Cousa de dous pees 	
lexicalSense:n02710.sg01.s01							Cousa de medida de dous pees		 Cousa de medida de dous pees 	
lexicalSense:n02711.sg01.s01										Dir-se-ha de qualquer homem mao.
lexicalSense:n02712.sg01.s01							Alabarda		 Alabarda 	
lexicalSense:n02713.sg01.s01							Cousa que traz alabarda		 Cousa que traz alabarda 	
lexicalSense:n02714.sg01.s01							A galee de duas ordens de remos		 A galee de duas ordens de remos 	
lexicalSense:n02715.sg01.s01							Ho couro. vnde bursa(ae)		 Ho couro . vnde bursa ( ae ) 	
lexicalSense:n02716.sg01.s01							Ho vendedor de couros		 Ho vendedor de couros 	
lexicalSense:n02717.sg01.s01							Duas vezes		 Duas vezes 	
lexicalSense:n02718.sg01.s01							Duas vezes da quem logo da		 Duas vezes da quem logo da 	
lexicalSense:n02719.sg01.s01							Duas vezes he agradauel o que he offerecido		 Duas vezes he agradauel o que he offerecido 	
lexicalSense:n02720.sg01.s01							Duas vezes se mata quem com suas armas perece		 Duas vezes se mata quem com suas armas perece 	
lexicalSense:n02721.sg01.s01							Os velhos duas vezes sam moços. 		 Os velhos duas vezes sam moços . 	Dir-se-ha do que faz cousa de minino sendo velho.
lexicalSense:n02722.sg01.s01							Poluo maçado cõ quatorze feridas. 		 Poluo maçado cõ quatorze feridas . 	Dir-se-ha do moço que não he bom senão com muyto açoute. porque este peyxe não he bom senão bem pizado.
lexicalSense:n02723.sg01.s01							Costantinopla		 Costantinopla 	
lexicalSense:n02724.sg01.s01							Cousa de costantinopla		 Cousa de costantinopla 	
lexicalSense:n02725.sg01.s01							Cousa de dous regos		 Cousa de dous regos 	
lexicalSense:n02726.sg01.s01							Ho linho que he delgado ou olanda		 Ho linho que he delgado ou olanda 	
lexicalSense:n02727.sg01.s01							Cousa de linho delgado		 Cousa de linho delgado 	
lexicalSense:n02728.sg01.s01							Ho betume		 Ho betume 	
lexicalSense:n02729.sg01.s01							Lugar de dous caminhos		 Lugar de dous caminhos 	
lexicalSense:n02730.sg01.s01										Dir-se-ha quãdo dous velhacos iguaes contenderem. porque bito & bachio forão dous gladiadores iguaes nas forças. & na arte muyto valentes.
lexicalSense:n02731.sg01.s01							Homem de grãdes sobrancelhas		 Homem de grãdes sobrancelhas 	
lexicalSense:n02732.sg01.s01							Cousa tartamuda		 Cousa tartamuda 	
lexicalSense:n02733.sg01.s01							A folha de papel		 A folha de papel 	
lexicalSense:n02734.sg01.s01							Cousa branda		 Cousa branda 	
lexicalSense:n02735.sg01.s01							As meyguices. ou affagos		 As meyguices . ou affagos 	
lexicalSense:n02736.sg01.s01							Brandamente		 Brandamente 	
lexicalSense:n02737.sg01.s01							Cousa meiga		 Cousa meiga 	
lexicalSense:n02738.sg01.s01							Afagar		 Afagar 	
lexicalSense:n02739.sg01.s01							Ho afago. ou meiguice		 Ho afago . ou meiguice 	
lexicalSense:n02740.sg01.s01							Cousa brandinha		 Cousa brandinha 	
lexicalSense:n02741.sg01.s01							Palrar nesciamente		 Palrar nesciamente 	
lexicalSense:n02742.sg01.s01							Ho palreyro. ou falador		 Ho palreyro . ou falador 	
lexicalSense:n02743.sg01.s01							O mesmo		 O mesmo 	
lexicalSense:n02744.sg01.s01							Parolear		 Parolear 	
lexicalSense:n02745.sg01.s01							A barata. ou traça		 A barata . ou traça 	
lexicalSense:n02746.sg01.s01							O maldizente		 O maldizente 	
lexicalSense:n02747.sg01.s01							O bredo		 O bredo 	
lexicalSense:n02748.sg01.s01							Ho nescio. ou doudo		 Ho nescio . ou doudo 	
lexicalSense:n02749.sg01.s01							Soido grande		 Soido grande 	
lexicalSense:n02750.sg01.s01							Cousa de boy. ou vaca		 Cousa de boy . ou vaca 	
lexicalSense:n02751.sg01.s01							A boga. peyxe		 A boga . peyxe 	
lexicalSense:n02752.sg01.s01							Cousa grosseira. ou rude 		 Cousa grosseira . ou rude 	porque os pouos de Beocia forão rudos & paruos.
lexicalSense:n02753.sg01.s01							Engenho grosseyro		 Engenho grosseyro 	
lexicalSense:n02754.sg01.s01							Orelha grosseyra. 		 Orelha grosseyra . 	Dir-se-ha dos que não sintẽ bem as cousas. nem tem orelha para julgar.
lexicalSense:n02755.sg01.s01							Costumes grosseyros		 Costumes grosseyros 	
lexicalSense:n02756.sg01.s01							Bom começo & mao fim. 		 Bom começo & mao fim . 	porque os Beotos forão primeyro prosperos. & depois mofinos. & assi ho cantauão em seus cantares.
lexicalSense:n02757.sg01.s01							Falar grosseyramente		 Falar grosseyramente 	
lexicalSense:n02758.sg01.s01							Ho prumo dos nauegantes		 Ho prumo dos nauegantes 	
