lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n0797.sg01.s99.u01		signa conferre	 Signa conferre 		est duorum exercituum signa in eundem locum ferre animo ineundae pugnae.
usageExample:n0797.sg01.s99.u02		in aliquem locum se conferre	 In aliquem locum se conferre 	 ir 	
usageExample:n0797.sg01.s99.u03		gradum conferre	 Gradum conferre 		i, aequis passibus incedere.
usageExample:n0797.sg01.s99.u04		manum conferre	 Manum conferre 		i, pugnare.
usageExample:n0797.sg01.s99.u05		conferunt capita, uel sermones inter se	 Conferunt capita , vel sermones inter se 		i, colloquuntur
usageExample:n0797.sg01.s99.u06		uerba in pauca conferre	 Verba in pauca conferre 	 reduzir , recopilar 	
usageExample:n0797.sg01.s99.u07		beneficium in aliquem	 Beneficium in aliquem 	 fazer beneficio 	
usageExample:n0797.sg01.s99.u08		conferre consilia	 Conferre consilia 		i, communicare.
usageExample:n0798.sg01.s01.u01		uir fortis confidere sibi debet, & uitae suae exactae. & consequenti	 Vir fortis confidere sibi debet , & vitae suae exactae . & consequenti 		
usageExample:n0798.sg01.s01.u02		hostes numero, nostri uirtute confidebant, uel in uirtute, uel de uirtute	 Hostes numero , nostri virtute confidebant , vel in virtute , vel de virtute 		
usageExample:n0799.sg01.s01.u01		baetica lusitaniae confinis	 Baetica Lusitaniae confinis 	 a Andaluzia , etc 	
usageExample:n0799.sg01.s01.u02		genus confine	 Genus confine 		i, simile.
usageExample:n0800.sg01.s99.u01		boni, malique confinium	 Boni , malique confinium 		i, medium.
usageExample:n0805.sg01.s01.u01		nostri milites hosti (uel potius) cum hoste congressi sunt	 Nostri milites hosti ( vel potius ) cum hoste congressi sunt 		
usageExample:n0805.sg01.s01.u02		homines congredi	 Homines congredi 		apud Plautum pro convenire, i, colloqui.
usageExample:n0807.sg01.s01.u01		extrema primis congruant, uel cum primis	 Extrema primis congruant , vel cum primis 		
usageExample:n0809.sg01.s01.u01		ex periculo stragem coniicit imperator	 Ex periculo stragem conjicit Imperator 		
usageExample:n0809.sg01.s01.u02		fures in uincula coniicere	 Fures in vincula conjicere 	 lançar na cadea os ladroens 	
usageExample:n0809.sg01.s01.u03		coniicere se intro	 Conjicere se intro 	 recolher - se depressa para dentro 	
usageExample:n0809.sg01.s01.u04		in pedes, uel in fugam se coniicere	 In pedes , vel in fugam se conjicere 	 fugir 	
usageExample:n0811.sg01.s01.u01		deus saepè conniuet in peccatis	 Deus saepè connivet in peccatis 		
usageExample:n0811.sg01.s01.u02		conniuere graecis	 Connivere Graecis 		apud Senec.
usageExample:n0814.sg01.s01.u01		equum, uel in equum conscendere: nauim, uel nauem	 Equum , vel in equum conscendere : navim , vel navem 		
usageExample:n0815.sg01.s01.u01		mihi conscius sum	 Mihi conscius sum 	 sei de mim 	
usageExample:n0815.sg01.s01.u02		sibi nullius erant conscii culpae	 Sibi nullius erant conscij culpae 		
usageExample:n0816.sg01.s99.u01		mors uitae consentanea fuit	 Mors vitae consentanea fuit 		
usageExample:n0817.sg01.s01.u01		tibi, uel tecum de hac re consentio	 Tibi , vel tecum de hac re consentio 		
usageExample:n0818.sg01.s99.u01		hoc uerbis consequi non possum	 Hoc verbis consequi non possum 		i, exprimere.
usageExample:n0819.sg01.s01.u01		loricam hamis conserere	 Loricam hamis conserere 		
usageExample:n0819.sg01.s01.u02		manum, uel pugnam conserere	 Manum , vel pugnam conserere 	 travar peleja 	
usageExample:n0821.sg01.s01.u01		loco, uel in loco considere	 loco , vel in loco considere 		
usageExample:n0821.sg01.s01.u02		tibi multa bona in pectore considunt	 Tibi multa bona in pectore considunt 		sed hic dativus est communis.
usageExample:n0821.sg01.s01.u04		urbem considere in ignes	 Urbem considere in ignes 	 abrazar - se a Cidade 	
usageExample:n0822.sg01.s01.u01		fugientibus consilire	 Fugientibus consilire 		
usageExample:n0825.sg01.s01.u01		orationî consonent mores	 Orationî consonent mores 	 concordem os costumes com as palavras 	
usageExample:n0826.sg01.s01.u01		uox moribus, & mors uitae consona	 Vox moribus , & mors vitae consona 		
usageExample:n0827.sg01.s01.u01		consortes generis	 Consortes generis 		i, consanguinei, & c.
usageExample:n0829.sg01.s01.u01		aquâ uultum deficientis conspergere	 Aquâ vultum deficientis conspergere 		
usageExample:n0829.sg01.s02.u01		orationem uerborum, sententiarumque floribus conspergere	 Orationem verborum , sententiarumque floribus conspergere 		
usageExample:n0829.sg01.s02.u02		conspersum stellis caput	 Conspersum stellis caput 		ex Cic.
usageExample:n0831.sg01.s02.u01		homo omnibus conspicuus	 Homo omnibus conspicuus 	 em que todos poem os olhos 	
usageExample:n0832.sg01.s99.u01		id mihi	 Id mihi 		i, de eo constat.
usageExample:n0834.sg01.s01.u01		ille sibi constat	 Ille sibi constat 		i, sibi similis est, & in eadem opinione constanter permanet.
usageExample:n0834.sg01.s02.u01		purpura constat auro	 Purpura constat auro 		
usageExample:n0834.sg01.s03.u01		homo ex anima constat, & corpore	 Homo ex anima constat , & corpore 		
usageExample:n0834.sg01.s03.u02		orbis(piscis) totus capite constat	 Orbis ( piscis ) totus capite constat 		
usageExample:n0834.sg01.s99.u01		hoc mihi tecum constat	 Hoc mihi tecum constat 	 concordo nisto com vosco 	
usageExample:n0835.sg01.s01.u01		quid recta suadenti constrepis?	 Quid recta suadenti constrepis ? 	 Para que interrompeis com estrondo , ao que vos aconselha cousas justas ? 	
usageExample:n0836.sg01.s01.u01		consuescere dolori, labori, & c	 Consuescere dolori , labori , & c 		
usageExample:n0838.sg01.s02.u01		uires suas consulere	 Vires suas consulere 		
usageExample:n0838.sg01.s02.u02		grauiter de se consulere	 Graviter de se consulere 		i, perniciosum sibi consilium capere.
usageExample:n0842.sg01.s01.u01		eodem itinere ad hostes contendit	 Eodem itinere ad hostes contendit 		
usageExample:n0842.sg01.s99.u01		aliquid ab aliquo contendere	 Aliquid ab aliquo contendere 	 demandar , ou pedir com instancia 	
usageExample:n0842.sg01.s99.u02		agmen contendere	 Agmen contendere 		festinanter ducere
usageExample:n0842.sg01.s99.u03		telum contendere	 telum contendere 	 atirar com a lança 	
usageExample:n0842.sg01.s99.u04		neruos, & ingenii ueres contendere	 Nervos , & ingenij veres contendere 	 pôr toda a força , e industria 	
usageExample:n0842.sg01.s99.u05		contendere cum aliquo	 Contendere cum aliquo 	 contender , pelejar , debater , porfiar 	
usageExample:n0843.sg10.s01.u01		arcus contentus	 Arcus contentus 		
usageExample:n0845.sg01.s99.u01		aetatem in litibus conterere, delirium est	 Aetatem in litibus conterere , delirium est 		
usageExample:n0845.sg01.s99.u02		diem conterere	 Diem conterere 		
usageExample:n0846.sg01.s01.u01		terram, coelumque contestor	 Terram , coelumque contestor 		
usageExample:n0846.sg01.s01.u02		uirtus contestata	 Virtus contestata 	 virtude provada 	
usageExample:n0850.sg01.s99.u01		in continenti	 In continenti 	 logo 	
usageExample:n0850.sg01.s99.u02		memoria continens	 Memoria continens 		i, firma, & certa.
usageExample:n0851.sg01.s01.u01		continere se ab iniuria inferenda, uel manus ab aliquo	 Continere se ab injuria inferenda , vel manus ab aliquo 		
usageExample:n0852.sg01.s01.u01		sale aliquid contingere	 Sale aliquid contingere 		
usageExample:n0852.sg10.s01.u01		hoc mihi contigit	 Hoc mihi contigit 		
usageExample:n0853.sg01.s01.u01		domos moenibus continuare	 Domos moenibus continuare 		
usageExample:n0853.sg10.s99.u01		non continuo	 Non continuo 	 naõ por isso 	
usageExample:n0853.sg10.s99.u02		num continuò?	 Num continuò ? 	 por ventura por isso ? 	
usageExample:n0854.sg01.s01.u01		aer continuus terrae est	 Aer continuus terrae est 		
usageExample:n0854.sg01.s01.u02		homo principis continuus	 Homo Principis continuus 	 que anda sempre com o Principe 	
usageExample:n0856.sg01.s01.u01		nerui rigore frigoris contrahuntur	 Nervi rigore frigoris contrahuntur 		
usageExample:n0856.sg01.s99.u01		cõtrahere milites	 Cõtrahere milites 	 fazer soldados 	
usageExample:n0856.sg01.s99.u02		contrahere aes alienum	 Contrahere aes alienum 	 endividar se 	
usageExample:n0856.sg01.s99.u03		contrahere cum aliquo	 Contrahere cum aliquo 	 fazer contrato , ou concerto 	
usageExample:n0856.sg01.s99.u04		cõtraxi morbum	 Cõtraxi morbum 	 pegou - se - me a doença 	
usageExample:n0856.sg01.s99.u05		cõtrahere uultum, aut montem	 Cõtrahere vultum , aut montem 	 mostrar a carranca 	
usageExample:n0856.sg01.s99.u06		noctes contractiores	 Noctes contractiores 	 noites mais breves 	
usageExample:n0857.sg01.s01.u01		uitia sunt uirtutum contraria, uel uirtutibus	 Vitia sunt virtutum contraria , vel virtutibus 		
usageExample:n0859.sg01.s01.u01		pugnis aliquem contundere	 Pugnis aliquem contundere 		
usageExample:n0859.sg01.s01.u02		calumniam contundere	 Calumniam contundere 	 desfazer a calumnia 	
usageExample:n0861.sg01.s03.u01		homini labores, non munditiae conueniunt	 Homini labores , non munditiae conveniunt 		
usageExample:n0861.sg01.s03.u02		hoc, uel de hoc mihi tecum conuenit: uel conuenit inter nos	 Hoc , vel de hoc mihi tecum convenit : vel convenit inter nos 	 convimos , e concordamos nisto 	
usageExample:n0861.sg01.s99.u01		conuenire aliquem	 Convenire aliquem 	 ir ter com alguem a fallar - lhe 	
usageExample:n0862.sg01.s01.u01		te inhumanitatis, amentiae, leuitatis conuinco	 Te inhumanitatis , amentiae , levitatis convinco 		
usageExample:n0862.sg01.s01.u02		amentiam alicuius conuincere	 Amentiam alicujus convincere 		
usageExample:n0863.sg01.s01.u01		haerebit tibi auaritia, quandiu auaro, sordidoque conuixeris	 Haerebit tibi avaritia , quandiu avaro , sordidoque convixeris 		
usageExample:n0866.sg01.s01.u01		futurum praesenti, uel cum praesenti copulare	 Futurum praesenti , vel cum praesenti copulare 		
usageExample:n0867.sg01.s01.u01		cibum coquere	 Cibum coquere 		
usageExample:n0867.sg01.s99.u01		sol fructus coquit	 Sol fructus coquit 	 faz amadurecer 	
usageExample:n0867.sg01.s99.u02		coquere bellum	 Coquere bellum 	 ordir , e maquinar guerra secretamente 	
usageExample:n0867.sg01.s99.u03		sollicitudo me, uel cura coquit	 Sollicitudo me , vel cura coquit 		id est, consumit.
usageExample:n0868.sg01.s02.u01		cordatus homo	 Cordatus homo 		i, prudens, & solers.
usageExample:n0868.sg01.s02.u02		hoc mihi cordi est	 Hoc mihi cordi est 		i, placet animo meo.
usageExample:n0872.sg01.s99.u01		de alieno corio ludere	 De alieno corio ludere 		dicuntur, qui securiùs agunt, sed alieno periculo.
usageExample:n0875.sg01.s99.u01		cornicum oculos configere	 Cornicum oculos configere 		i, veterum sententiam novo invento obscurare, & efficere, ut priores nihil scisse videantur.
usageExample:n0876.sg01.s99.u01		fluminum cornua	 Fluminum cornua 		i, flexus.
usageExample:n0878.sg01.s99.u01		corpus sine pectore	 Corpus sine pectore 		i, sine mente apud Horat.
usageExample:n0878.sg01.s99.u02		toto corpore, atque omnibus ungulis	 Toto corpore , atque omnibus ungulis 		i, summâ pertinaciâ.
usageExample:n0878.sg01.s99.u03		corpus bene constitutum	 Corpus bene constitutum 	 de boa compleiçaõ 	
usageExample:n0881.sg01.s99.u01		sine cortice natare	 Sine cortice natare 	 remar , ou governar - se por si só sem ajuda de alguem 	
usageExample:n0888.sg01.s02.u01		iam cras hesternum consumpsimus, ecce aliud cras	 Jam cras hesternum consumpsimus , ecce aliud cras 		
usageExample:n0889.sg01.s01.u01		dies crastinus	 Dies crastinus 		
usageExample:n0889.sg01.s01.u02		die crastino, & similia inueniuntur	 Die crastino , & similia inveniuntur 		
usageExample:n0890.sg01.s99.u01		crater phylothesius	 Crater Phylothesius 		i, priùs inimici in gratiam redeunt.
usageExample:n0891.sg01.s01.u01		hoc mihi, ut testi, uelim, credas, uel de me, ut teste	 Hoc mihi , ut testi , velim , credas , vel de me , ut teste 		
usageExample:n0891.sg01.s02.u01		tibi me credo, meaque consilia	 Tibi me credo , meaque consilia 		
usageExample:n0891.sg01.s03.u01		omnia, credo, uidisti	 Omnia , credo , vidisti 		
usageExample:n0891.sg01.s99.u01		credere deum	 Credere Deum 		est credere Deum esse
usageExample:n0891.sg01.s99.u02		credere deo	 Credere Deo 		est fidem habere ei, vel ejus verbis
usageExample:n0891.sg01.s99.u03		credere in deum	 Credere in Deum 		est spem omnem in eo repositam habere.
usageExample:n0893.sg01.s02.u01		quis post uina grauem pauperiem crepat?	 Quis post vina gravem pauperiem crepat ? 		
usageExample:n0896.sg01.s01.u01		iudici criminosum est munera accipere	 Judici criminosum est munera accipere 		
usageExample:n0904.sg01.s99.u01		cubile salutatorium	 Cubile salutatorium 	 a capella , onde se punhaõ as imagens dos Deoses 	
usageExample:n0905.sg01.s99.u01		cubito emungens	 Cubito emungens 		i, homo sordidi quaestûs, & conditionis abjectae.
usageExample:n0908.sg01.s99.u01		cudere argentum	 Cudere argentum 	 bater , ou cunhar moeda 	
usageExample:n0908.sg01.s99.u02		in me haec cudetur faba	 In me haec cudetur faba 	 sobre mim cahirá este mal , ou culpa 	
usageExample:n0911.sg01.s99.u01		cuiâ interest	 Cujâ interest 	 a quem importa 	
usageExample:n0913.sg10.s01.u01		cum in omnibus causis commoueri soleam, tamen, & c	 Cum in omnibus causis commoveri soleam , tamen , & c 		
usageExample:n0916.sg01.s01.u01		honoribus aliquem, uel alicui honores cumulare	 Honoribus aliquem , vel alicui honores cumulare 		
usageExample:n0921.sg01.s99.u01		cupere alicui	 Cupere alicui 	 desejar bem a alguem 	id est, benevelle
usageExample:n0926.sg01.s99.u01		currere iter, cursum, & c	 Currere iter , cursum , & c 		dicitur.
usageExample:n0927.sg01.s99.u01		currus bouem trahit	 currus bovem trahit 	 anda o carro diante dos boys 	
usageExample:n0928.sg01.s99.u01		dignitas curulis	 Dignitas curulis 	 a maior dignidade dos Senadores Romanos , os quaes eraõ levados em coche assentados em huma cadeira de marfim 	
usageExample:n0929.sg01.s99.u01		per hastae cuspidem currere	 Per hastae cuspidem currere 		i, versari in re nimis periculosa.
usageExample:n0933.sg01.s99.u01		tela cyclopea	 Tela cyclopea 	 rayos 	
usageExample:n0940.sg01.s99.u01		dactylus idaeus	 Dactylus Idaeus 	 huma pedra preciosa 	
usageExample:n0943.sg01.s99.u01		capitis, uel capite aliquem damnare	 Capitis , vel capite aliquem damnare 	 dar sentença de morte 	
usageExample:n0943.sg01.s99.u02		uoto aliquem damnare	 Voto aliquem damnare 		dicitur Deus, cùm alicui tribuit id, cujus gratiâ votum susceperat
usageExample:n0943.sg01.s99.u03		damnatus uoti, uel uoto	 damnatus voti , vel voto 	 o que esta obrigado a cumprir o voto por ter alcançado , o que com voto pedio 	
usageExample:n0943.sg01.s99.u04		ad, uel in metallum damnatus	 Ad , vel in metallum damnatus 	 condenado a tirar metal das minas 	
usageExample:n0949.sg01.s99.u01		dares entellum prouocat	 Dares Entellum provocat 		est temerè, & juveniliter aliquem lacessere.
usageExample:n0953.sg01.s99.u01		de integro	 De integro 	 de novo 	
usageExample:n0953.sg01.s99.u02		de nocte	 De nocte 		i, in nocte, vel per noctem: sic de die.
usageExample:n0953.sg01.s99.u03		non bonus est somnus de prandio	 Non bonus est somnus de prandio 		i, post prandium.
usageExample:n0953.sg01.s99.u04		qua de re, qua de causa	 Qua de re , qua de causa 	 de compacto , de proposito , de cuidado 	id est, propter
usageExample:n0958.sg01.s01.u01		honores alicui decernere	 Honores alicui decernere 		
usageExample:n0958.sg01.s01.u02		ferro	 Ferro 		i, acie decernere, pelejar.
usageExample:n0962.sg01.s99.u01		declarare consulem	 Declarare Consulem 	 denunciar , que alguem he Consul 	
usageExample:n0963.sg01.s01.u01		patrimonium decoquere	 Patrimonium decoquere 		
usageExample:n0963.sg01.s01.u02		creditoribus decoquere	 Creditoribus decoquere 	 faltar aos acredores , quebrar o credito 	quod saepè evenit iis, qui omnia dedunt gulae, & c.
usageExample:n0963.sg01.s01.u03		res domino decoxit	 Res domino decoxit 		i, detrimentum dedit.
usageExample:n0970.sg01.s99.u01		angoribus se dedere	 Angoribus se dedere 	 por - se em perpetua tristeza , e angústia 	
usageExample:n0970.sg01.s99.u02		languori, & desidiae	 Languori , & desidiae 	 dar - se á preguiça 	
usageExample:n0970.sg01.s99.u03		dedita opera	 Dedita opera 		de industria, quasi cura adhibita, & labore impenso.
usageExample:n0972.sg01.s99.u01		domo, uel domum aliquem deducere	 Domo , vel domum aliquem deducere 	 acompanhar a alguem de casa , ou atè casa 	
usageExample:n0973.sg01.s01.u01		annis, & uiribus defectus	 Annis , & viribus defectus 		
usageExample:n0974.sg01.s01.u01		urbem ab hostibus, amicos à periculo defendere hostes à muris	 Urbem ab hostibus , amicos à periculo defendere Hostes à muris 	 apartar , ou rebater , etc 	
usageExample:n0974.sg01.s01.u02		defendo tibi frigus, uel te à frigore	 defendo tibi frigus , vel te à frigore 		
usageExample:n0975.sg01.s99.u01		nomen alicuius ad iudicium deferre	 Nomen alicujus ad judicium deferre 	 malsinar , sindicar 	
usageExample:n0975.sg01.s99.u02		aliquem impietatis, uel de impietate in principem deferre, uel in superiorem	 Aliquem impietatis , vel de impietate in Principem deferre , vel in superiorem 	 delatar 	
usageExample:n0976.sg01.s02.u01		oratio, dies, uox me deficit. uel mihi	 Oratio , Dies , Vox me deficit . vel mihi 		
usageExample:n0976.sg01.s03.u01		oppidum à rege defecit	 Oppidum à Rege defecit 		
usageExample:n0976.sg01.s03.u02		duae còloniae ad aruncos deficiunt	 duae còloniae ad Aruncos deficiunt 		
usageExample:n0976.sg01.s03.u03		à uirtute deficere	 à virtute deficere 		
usageExample:n0976.sg10.s01.u01		mulier abundat audaciâ; consilio, & oratione deficitur	 Mulier abundat audaciâ ; consilio , & oratione deficitur 		
usageExample:n0978.sg01.s01.u01		uictoriae fructu se defraudare	 Victoriae fructu se defraudare 		
usageExample:n0980.sg01.s01.u01		filius patrum uirtutis, uel uirtuti, uel à uirtute degener	 Filius patrum virtutis , vel virtuti , vel à virtute degener 		
